body,Asker,Answered,Answered by,,
"Regarding the question about what I meant by the ""remote thread"" case: {quote} <tomjenkinson> smarlow: AS1:EJB1 enlists JPA(XAR1) then calls AS2:EJB2 over JTS <tomjenkinson> smarlow: AS2:EJB2 enlists JPA(XAR2) this is done by a jacorb request processor thread at random <tomjenkinson> smarlow: AS1:EJB1 calls commit on the transaction, JPA(XAR1) afterCompletion is handled in the same thread as before - this is fine - but then the call to AS2 to commit the transaction goes over a different jacorb request processor, now afterCompletion in AS2 is done by a different thread {quote} The above doesn't raise any concurrency concerns since there is no (active) application thread on AS2 at the time that AS2 invokes the Synchronization.afterCompletion. Another case, would be similar to the above but with one difference. AS1:EJB1 enlists JPA(XAR1) then loops on calling AS2:EJB2 over JTS AS2:EJB2 enlists JPA(XAR2) and does processing and returns Looping continues until the transaction times out while current application execution is in AS2:EJB2 or just in AS1:EJB1. I don't think that only checking the reaper thread name covers when the transaction times out when the application thread of execution, is in AS2:EJB2. Question 1: Does the root coordinator (AS1) reaper always handle transaction timeout or can the subordinate coordinator (AS2) reaper also handle transaction timeout? I'm not sure how the subordinate coordinator would handle timeout (maybe by sending an out of band message to its parent coordinator that propagates up to the root coordinator?) Even so, it would be chaotic to have multiple coordinators cancelling the transaction at the same time. Regarding the idea of having globally searchable ""being cancelled"" (I assume you mean by the reaper) list, sounds better than my current ""reaper thread"" name check. The globally searchable list would also cover the second (above) case when the application execution is in AS2:EJB2 while (concurrently) an AS2 background orb thread sees the cancel message from the root coordinator.",,,,,
"When each coordinator handles the timeout, does it also cancel its subordinates (as if the subordinate is one of the resources)? Or is it more like the coordinator times out the subordinate (as a resource) which means blocking until the subordinate has completed the subordinate level (reaper) timing out of its (subordinate) resources? In other words, could the subordinate coordinator Synchronization.afterCompletion() be called from a transport thread ever or only from a reaper thread?",,,,,
"Can you provide more detail to this task, since I thought we already had an SPI?",,,,,
There are a few SPI related issues at the moment. Maybe cross-link them?,,,,,
"Hi Crispin, Please can you: 1. Sign our CLA: https://cla.jboss.org/index.seam (choose JBoss Transactions rather than BlackTie) 2. Raise a pull request for your change? This will then run CI over the proposed enhancement and double check it for us I will then merge the PR after it passes :) Thanks, Tom",,,,,
Please can you add an estimate for this issue?,,,,,
do you know the jbossas jira for this way to deploy a war as module ? does it need more configuration ? just for merge stempconnect and blacktie-admin-servers ear the estimate is 4h,,,,,
I can not access ncl openvpn as my crt has been expired. can you mail me these txt ?,,,,,
"Hi Amos, Please find the log from one of the builds attached, it should point out the issue if you scroll to the bottom. Basically blacktie-wildfly is built _after_ a module called ""build"" that uses it. Maybe move the blacktie module up the list of <module>s or something? Tom",,,,,
Would it be possible for you to push the fix directly without the need for a PR (since it currently breaks all of our builds). Also why aren't we using the wildfly version that is built during the main narayana build.,,,,,
"In HybridSessionImpl::send we call apr_socket_timeout_set(stompConnection->socket, 1); and abandon the send if we don't get the message receipt in time. Where in the code are we doing a blocking wait when the transaction timeout is set?",,,,,
"The attached file shows the problem in action taken from: http://albany/job/blacktie-windows2003/404/ Is it possible that the transaction is expired by the time the timeout for the receive is calculated and so it becomes blocking?? The particular lines of debug of interest are: 2010-08-19 12:56:03,212 [0x00002494] DEBUG (XATMIc :196 ) - receive session: 3 olen: 02B2EA28 flags: 0 2010-08-19 12:56:03,212 [0x00002494] TRACE (TxLogManagerc :125 ) - txx_ttl tx=02B832D8 2010-08-19 12:56:03,212 [0x00002494] TRACE (TxLogControl :231 ) - ENTER ttl=4 ctime=1282218958 now=1282218963 2010-08-19 12:56:03,212 [0x00002494] TRACE (TxLogControl :238 ) - > ttl=-1 2010-08-19 12:56:03,212 [0x00002494] TRACE (TxLogManagerc :132 ) - tx->ttl()=0 2010-08-19 12:56:03,212 [0x00002494] TRACE (XATMIc :183 ) - receive txx_ttl time=0",,,,,
the basic idea I think is to pack server.so(dll) in a .sar and deploy it in JBOSS like a MBean. so we can start/top it with jboss admin console ?,,,,,
"Thanks Tom, 1. we need re-use MDBBlacktieTieService like following: {code} public class CPPXAtmiService extends MDBBlacktieService { native boolean tpservice(byte[] data); public Response tpservice(TPSVCINFO svcinfo) throws ConnectionException, ConfigurationException { /* convert svcinfo to byte[] and pass it to JNI, I'm not sure it is OK */ readEnv(btconfig.xml); // prepare to calculate the path of .so String nativelibname = System.mapLibraryName(""name of so""); System.load(""/path/to/so"" + nativelibname); tpservice(data); /* but how to get the response from jni ? */ } } {code} 2. the C code to implement tpservice {code} JNIEXPORT jboolean JNICALL Java_CPPXatmiService_tpservice(...) { // we can not use socket call such as tpcall or tpsend // tpreturn is OK ? // and how to return or we don't need to return any response ? } {code} Amos",,,,,
"if we have this artifact for the C++ XATMI services, the tpcall in JBoss container don't need to send the message through the HornetQ and just only to load class and call tpservice. This is your means *the benefits of performance (not requiring socket comms between java and C)* ?",,,,,
So is this replacing sockets with JNI calls - I would have expected sockets (domain sockets on unix) to be faster than JNI. Have you considered java NIO memory mapped files which will be faster than both JNI and sockets.,,,,,
"Hi Mike, There are two considerations in this: 1. Performance - Amos, please review Mikes comment ""Have you considered java NIO memory mapped files which will be faster than both JNI and sockets."" 2. Administration - deploying into the AS container for admin seems like it would be easier than managing standalone C processes and an AS? In terms of performance, I am considering the (unlikely, but ramp it down a bit and it might be more likely) case of someone trying to send a 4GB .iso to a service. Would a socket be quicker than JNI call (or your NIO mapped files - out of interest, can these be accessed from C?)? I talked to Andrew Dinn and he thought (maybe my question wasn't phrased well enough to him) that JNI would be faster than socket (we didn't consider NIO). Tom",,,,,
"Great, though it may make the JNI side more complex? I was thinking we were going to pass a byte array and be able to re-use most of atmibroker-* to parse this. I wonder how much more performant ByteBuffers are? Perhaps Amos as we move forward you can evaluate both and update us via the Jira?",,,,,
Please can you add an estimate for this issue?,,,,,
"Hi Mike, you means quickstart/blacktie/integration1 ?",,,,,
"I'm temporarily stopping work on this JIRA since it is not clear whether Ingres will work with BlackTie. The issues I'm stuck on are: 1) Associating two Ingres connections with the same thread causes problems. BlackTie code calls xa_start on each resource and any subsequent SQL statement produces this Ingres error: ""E_LQ00D6 An SQL statement was executed outside the context of an XA transaction (i.e., no valid transaction branch association exists). The transaction branch associated with the current SQL session will be marked ROLLBACK ONLY"" [Note it does not appear to be due to having 2 xa_start calls made from the same thread since I tried the following sequence and got the same error: xa_start RM 1, xa_end RM 1, xa_start RM 2, xa_end RM 2] We could probably live with this restriction by only supporting 1 Ingres connection is a distributed transaction. But we still have the next issue: 2) Starting, xa_start, and suspending, xa_end(TMSUSPEND), a transaction branch in one thread and resuming, xa_start(TMRESUME), it in another thread generates this Ingres error: "" reusing connection ING_BTDB1 (INGRES/OpenDTP session 1) E_LQ00C9 Attempt to switch to a session which is currently active."" Interestingly, Ingres supports other transaction monitors (such as CICs and Tuxedo) by supplying dedicated xa switch's which include non trivial code so they are not just wrappers) which leads me to believe that the default Ingres switch does not support switching branches between threads. [We can't reuse these other switches since, for example, Tux uses a combination of Ingres system database tables and shared memory ipc mechanisms to communicate transaction branch states.] Given that these restrictions are kind of fundamental there ought to be a way round the problems so I'd like to revisit them and will therefore leave the JIRA open for now. The attached tar archive contains a snapshot of the changes to the txfooapp example. There is also a source file useful for test XA support without BlackTie.",,,,,
I think it would make sense for the implementer of this to also work on BLACKTIE-381?,,,,,
How about using rest rather than SOAP?,,,,,
Should this be done as part of the BLACKTIE-381 / BLACKTIE-202 package?,,,,,
ESB = Enterprise Service Bus?,,,,,
"Hi Weinan, I can do this, but is it not ok for these all to be in the root pom in a dependency management section? I thought that was the preferred route for jboss projects? e.g. grep https://github.com/jbosstm/narayana/blob/master/pom.xml for ""common<"" Tom",,,,,
"Hi Tom, because of EAP6 current policy, all the dependency management sections will be removed by VMan automatically (a EAP prod tool), so we have to refer ${project.version} explicitly in the poms. I have done that in EAP6 version, unfortunately I've tried but the patch could not be easily reused on upstream code. I believe we could first have a profile for EAP6, and then just add these version tags for the necessary components, wdyt?",,,,,
"Hi [~weinanli] would you be able to review the pull today do you think? I am hoping to put out a 4.17.4? Thanks, Tom",,,,,
"I just noticed this change in the code and tracked it back to github (no JIRA associated with it, so I couldn't see what the issue was): try { Object syncObject = ((BasicAction.Current() == null) ? getMutex() : BasicAction.Current()); synchronized (this) { synchronized (getMutex()) { synchronized (syncObject) { I'm not sure why this change is in here, but need to check because it doesn't look right. Ignoring the fact that we now have 3 locks being acquired before the actual locksHeld lock, we're also potentially acquiring the same lock twice (syncObject could be getMutex())!",,,,,
"Hi Jesper, Do you want me to pretty-print the flag or is the int enough? I don't think you can OR the flags on delist so the int should be enough? Tom",,,,,
"I was unable to duplicate the problem on jboss-as-8.0.0.Alpha1-SNAPSHOT. I was able to duplicate it on EAP. I agree that printing the stacktrace in this instance is excessively verbose. We are in the process of reworking the transactions SPI and as part of that work I will rationalise the debug logging, however we may not make the changes in time for wildfly 8 release. I have added a link from JBTM-1699 (Changes to the transaction SPI) to make sure we don't loose sight of this JIRA. Would you object to me closing this issue ""as will not fix"".",,,,,
Why focus solely on JTS? Why not support something like this for each component?,,,,,
"How about we do this: Split the PR job into a multi config with the same split as Narayana: MAIN XTS QA_JTA QA_JTS_JACORB QA_JTS_JDKORB These will all be scheduled in a random order, which is annoying if you are willing to merge based on a sub-set of tests. It wastes resources, and causes you to wait longer as the tests you are uninterested in may be scheduled first. The solution is to specify in the description which of the above groups you wish to skip. This is similar to what you mention above, but a bit more course-grained and fits in more neatly with the hudson multi-config approach. You can get the PR description with the following command. There's probably a better approach, but this works: curl -s https://api.github.com/repos/jbosstm/narayana/pulls/279 | grep \""body\"": I don't think it makes sense to allow MAIN to be skipped, and if you want to skip one lot of QA tests, you probably want to skip them all? So how about we just have these two options: skipXTS skipQA We could add more fine-grained options if it proves useful. I don't see the point in specifying who can do this. If a contributor skips some tests that need to pass, we simply tell them to update the description and re-test.",,,,,
